Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665.0,2,Female,91.0,3,4,Manager,3,Married,17426.0,18685.0,3,Y,No,25,4,3,80.0,1,36,6,3,10.0,8,4,7
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666.0,3,Male,65.0,2,4,Research Director,3,Married,17603.0,3525.0,1,Y,No,24,4,1,80.0,1,14,3,3,14.0,10,6,11
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667.0,4,Male,36.0,3,2,Sales Executive,4,Single,4581.0,10414.0,3,Y,Yes,24,4,1,80.0,0,13,2,4,11.0,9,6,7
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668.0,4,Male,90.0,3,2,Research Scientist,4,Married,4735.0,9867.0,7,Y,No,15,3,4,80.0,2,19,4,4,13.0,11,2,9
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669.0,1,Male,43.0,2,2,Sales Executive,2,Divorced,4187.0,3356.0,1,Y,Yes,13,3,2,80.0,1,10,3,2,10.0,0,0,9
33,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670.0,4,Male,93.0,3,2,Sales Executive,4,Divorced,5505.0,3921.0,1,Y,No,14,3,3,80.0,2,6,5,3,6.0,2,0,4
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671.0,4,Male,45.0,3,2,Research Scientist,2,Divorced,5470.0,25518.0,0,Y,No,13,3,3,80.0,2,10,4,2,9.0,5,1,6
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673.0,1,Female,67.0,3,2,Sales Executive,4,Married,5476.0,22589.0,1,Y,No,11,3,1,80.0,2,10,2,3,10.0,0,0,2
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674.0,4,Female,74.0,3,1,Laboratory Technician,1,Divorced,2587.0,24941.0,4,Y,Yes,16,3,2,80.0,1,17,2,2,2.0,2,2,2
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675.0,4,Female,42.0,2,1,Laboratory Technician,2,Single,2440.0,23826.0,1,Y,No,22,4,2,80.0,0,4,3,3,4.0,3,3,3
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676.0,2,Female,47.0,4,4,Manager,2,Divorced,15972.0,21086.0,6,Y,No,14,3,3,80.0,3,29,2,3,3.0,2,1,2
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677.0,3,Male,36.0,3,4,Manager,3,Single,15379.0,22384.0,4,Y,No,14,3,1,80.0,0,23,2,3,8.0,7,0,0
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678.0,4,Male,80.0,3,3,Sales Executive,3,Single,7082.0,11591.0,3,Y,Yes,16,3,4,80.0,0,21,2,3,2.0,0,0,2
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680.0,4,Male,54.0,3,1,Sales Representative,1,Single,2728.0,21082.0,1,Y,No,11,3,1,80.0,0,2,3,3,2.0,2,0,2
33,No,Non-Travel,530,Sales,16,3,Life Sciences,1,1681.0,3,Female,36.0,3,2,Sales Executive,4,Divorced,5368.0,16130.0,1,Y,Yes,25,4,3,80.0,1,7,2,3,6.0,5,1,2
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682.0,1,Male,80.0,3,2,Healthcare Representative,3,Married,5347.0,7419.0,6,Y,No,14,3,2,80.0,2,10,2,2,3.0,2,0,2
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683.0,3,Female,44.0,3,1,Human Resources,4,Divorced,3195.0,4167.0,4,Y,Yes,18,3,1,80.0,3,8,2,3,2.0,2,2,2
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684.0,4,Male,93.0,2,1,Laboratory Technician,3,Single,3989.0,20586.0,1,Y,Yes,11,3,1,80.0,0,5,2,3,5.0,4,1,2
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687.0,4,Female,87.0,3,1,Laboratory Technician,3,Married,3306.0,26176.0,7,Y,No,19,3,4,80.0,1,7,5,2,0.0,0,0,0
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689.0,2,Male,48.0,4,3,Healthcare Representative,4,Married,7005.0,3458.0,3,Y,No,15,3,3,80.0,0,11,2,3,4.0,3,1,2
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,1691.0,4,Female,95.0,3,1,Sales Representative,3,Married,2655.0,11740.0,2,Y,Yes,11,3,3,80.0,2,19,3,3,9.0,7,7,7
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692.0,4,Male,95.0,3,1,Laboratory Technician,2,Single,1393.0,24852.0,1,Y,No,12,3,1,80.0,0,1,2,3,1.0,0,0,0
26,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693.0,4,Male,76.0,3,1,Laboratory Technician,4,Single,2570.0,11925.0,1,Y,No,20,4,3,80.0,0,7,5,3,7.0,7,5,7
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694.0,1,Male,94.0,2,1,Research Scientist,2,Divorced,3537.0,23737.0,5,Y,No,12,3,4,80.0,1,8,1,3,4.0,2,1,2
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696.0,2,Male,57.0,2,2,Laboratory Technician,4,Married,3986.0,11912.0,1,Y,No,14,3,3,80.0,1,15,3,4,15.0,10,4,13
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697.0,3,Male,92.0,1,3,Healthcare Representative,4,Divorced,10883.0,20467.0,3,Y,No,20,4,3,80.0,1,19,2,4,1.0,0,0,0
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698.0,2,Male,79.0,4,1,Laboratory Technician,2,Married,2028.0,13637.0,1,Y,No,18,3,4,80.0,3,14,6,3,14.0,11,2,13
37,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700.0,3,Male,31.0,1,2,Sales Executive,4,Divorced,9525.0,7677.0,1,Y,No,14,3,3,80.0,2,6,2,2,6.0,3,1,3
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701.0,2,Female,35.0,2,1,Research Scientist,4,Married,2929.0,20338.0,1,Y,No,12,3,2,80.0,0,10,3,3,10.0,9,8,7
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702.0,3,Male,99.0,3,1,Sales Representative,4,Divorced,2275.0,25103.0,1,Y,Yes,21,4,2,80.0,1,3,2,3,3.0,2,0,2
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703.0,3,Female,96.0,4,3,Healthcare Representative,4,Married,7879.0,14810.0,1,Y,Yes,19,3,2,80.0,1,9,2,3,8.0,7,6,7
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704.0,1,Male,79.0,2,1,Research Scientist,4,Single,4930.0,13970.0,0,Y,Yes,14,3,3,80.0,0,6,2,4,5.0,4,1,4
43,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706.0,4,Male,73.0,3,2,Sales Executive,4,Married,7847.0,6069.0,1,Y,Yes,17,3,1,80.0,1,10,3,3,10.0,9,8,8
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707.0,3,Male,62.0,4,1,Research Scientist,3,Married,4401.0,17616.0,1,Y,No,16,3,4,80.0,1,5,1,3,5.0,3,0,4
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708.0,4,Male,35.0,3,3,Sales Executive,3,Single,9241.0,15869.0,1,Y,No,12,3,2,80.0,0,10,3,3,10.0,8,8,7
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709.0,4,Female,43.0,3,1,Laboratory Technician,3,Married,2974.0,25412.0,9,Y,No,17,3,3,80.0,1,9,2,3,5.0,3,1,2
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710.0,3,Female,51.0,3,2,Sales Representative,4,Single,4502.0,7439.0,3,Y,No,15,3,3,80.0,0,17,2,2,13.0,7,6,7
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712.0,3,Male,74.0,2,3,Healthcare Representative,3,Married,10748.0,3395.0,3,Y,No,23,4,4,80.0,1,25,3,2,23.0,15,14,4
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714.0,4,Male,58.0,1,1,Human Resources,3,Married,1555.0,11585.0,1,Y,No,11,3,3,80.0,1,1,2,3,1.0,0,0,0
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716.0,3,Male,82.0,1,4,Sales Executive,3,Married,12936.0,24164.0,7,Y,No,11,3,3,80.0,0,25,3,1,23.0,5,14,10
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718.0,4,Male,62.0,1,1,Laboratory Technician,3,Married,2305.0,6217.0,1,Y,No,15,3,3,80.0,3,3,3,4,3.0,2,0,2
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719.0,4,Female,48.0,2,4,Research Director,2,Single,16704.0,17119.0,1,Y,No,11,3,3,80.0,0,21,2,3,21.0,6,8,6
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720.0,1,Male,56.0,3,1,Research Scientist,3,Married,3433.0,17360.0,6,Y,No,13,3,1,80.0,1,10,3,2,5.0,2,1,3
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721.0,2,Male,69.0,3,1,Laboratory Technician,3,Married,3477.0,18103.0,1,Y,No,14,3,4,80.0,1,6,2,4,5.0,2,0,3
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722.0,3,Male,60.0,1,2,Human Resources,2,Married,6430.0,20794.0,6,Y,No,19,3,2,80.0,1,10,4,3,3.0,2,1,2
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724.0,2,Female,92.0,3,2,Manufacturing Director,1,Married,6516.0,5041.0,2,Y,Yes,16,3,2,80.0,1,18,3,3,1.0,0,0,0
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725.0,2,Male,91.0,3,1,Laboratory Technician,1,Divorced,3907.0,3622.0,1,Y,No,13,3,2,80.0,3,6,2,4,6.0,2,1,2
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727.0,3,Male,34.0,3,2,Healthcare Representative,2,Single,5562.0,9697.0,6,Y,No,14,3,4,80.0,0,19,3,3,10.0,7,0,9
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728.0,4,Male,49.0,3,2,Manufacturing Director,3,Married,6883.0,5151.0,2,Y,No,16,3,2,80.0,1,17,3,3,7.0,7,0,7
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729.0,2,Male,33.0,3,1,Research Scientist,4,Married,2862.0,3811.0,1,Y,No,12,3,2,80.0,1,10,2,2,10.0,0,0,8
47,No,Non-Travel,543,Sales,2,4,Marketing,1,1731.0,3,Male,87.0,3,2,Sales Executive,2,Married,4978.0,3536.0,7,Y,No,11,3,4,80.0,1,4,3,1,1.0,0,0,0
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732.0,3,Male,74.0,3,3,Sales Executive,4,Divorced,10368.0,5596.0,4,Y,Yes,12,3,2,80.0,1,13,5,2,10.0,6,0,3
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733.0,2,Male,96.0,2,2,Sales Executive,1,Divorced,6134.0,8658.0,5,Y,Yes,13,3,2,80.0,3,16,3,3,2.0,2,2,2
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734.0,1,Male,34.0,1,2,Sales Executive,2,Single,6735.0,12147.0,6,Y,No,15,3,2,80.0,0,10,2,3,0.0,0,0,0
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735.0,3,Female,51.0,3,1,Laboratory Technician,2,Single,3295.0,12862.0,1,Y,No,13,3,3,80.0,0,3,3,1,3.0,2,1,2
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736.0,4,Female,30.0,3,2,Manufacturing Director,4,Single,5238.0,6670.0,2,Y,No,20,4,4,80.0,0,9,3,2,5.0,4,1,4
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737.0,4,Male,77.0,3,2,Laboratory Technician,4,Married,6472.0,8989.0,1,Y,Yes,15,3,4,80.0,1,9,2,3,9.0,8,5,8
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739.0,4,Male,80.0,1,3,Sales Executive,3,Married,9610.0,3840.0,3,Y,No,13,3,3,80.0,1,10,2,1,4.0,3,0,2
40,No,Travel_Rarely,611,Sales,7,4,Medical,1,1740.0,2,Male,88.0,3,5,Manager,2,Single,19833.0,4349.0,1,Y,No,14,3,2,80.0,0,21,3,2,21.0,8,12,8
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744.0,3,Female,56.0,1,3,Human Resources,3,Married,9756.0,6595.0,4,Y,No,21,4,3,80.0,2,9,2,4,5.0,0,0,3
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745.0,4,Female,78.0,2,1,Research Scientist,1,Single,4968.0,26427.0,0,Y,No,16,3,4,80.0,0,10,2,3,9.0,7,0,7
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746.0,1,Male,59.0,3,1,Human Resources,4,Married,2145.0,2097.0,0,Y,No,14,3,4,80.0,1,3,2,3,2.0,2,2,1
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747.0,3,Female,66.0,2,1,Human Resources,4,Divorced,2180.0,9732.0,6,Y,No,11,3,3,80.0,1,6,0,2,4.0,2,1,2
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749.0,1,Male,51.0,3,2,Sales Executive,3,Married,8346.0,20943.0,1,Y,No,19,3,3,80.0,1,6,3,3,5.0,2,0,2
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751.0,3,Female,67.0,3,1,Research Scientist,4,Single,3445.0,6152.0,1,Y,No,11,3,3,80.0,0,6,5,2,6.0,2,1,4
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752.0,2,Female,52.0,1,1,Sales Representative,2,Single,2760.0,14630.0,1,Y,No,13,3,3,80.0,0,2,3,3,2.0,2,2,2
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753.0,4,Male,70.0,4,2,Healthcare Representative,3,Single,6294.0,23060.0,8,Y,Yes,12,3,4,80.0,0,10,5,4,3.0,2,0,2
30,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754.0,3,Male,94.0,2,3,Sales Executive,1,Divorced,7140.0,3088.0,2,Y,No,11,3,1,80.0,1,12,2,3,7.0,7,1,7
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755.0,4,Male,97.0,4,1,Research Scientist,4,Married,2932.0,5586.0,0,Y,Yes,14,3,1,80.0,3,6,3,3,5.0,0,1,2
33,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756.0,4,Female,62.0,3,2,Sales Executive,2,Single,5147.0,10697.0,8,Y,No,15,3,4,80.0,0,13,2,2,11.0,7,1,7
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757.0,4,Female,80.0,3,2,Sales Executive,4,Single,4507.0,8191.0,3,Y,No,12,3,3,80.0,0,8,1,4,5.0,1,0,4
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758.0,1,Female,74.0,3,3,Sales Executive,1,Single,8564.0,10092.0,2,Y,Yes,20,4,3,80.0,0,11,2,2,0.0,0,0,0
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760.0,3,Female,75.0,2,1,Laboratory Technician,2,Married,2468.0,15963.0,4,Y,No,14,3,2,80.0,1,9,4,2,6.0,1,0,5
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761.0,1,Male,70.0,3,3,Sales Executive,3,Married,8161.0,19002.0,2,Y,No,13,3,1,80.0,3,10,2,3,1.0,0,0,0
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762.0,4,Female,91.0,2,1,Research Scientist,1,Divorced,2109.0,10007.0,1,Y,No,13,3,3,80.0,1,1,2,3,1.0,0,0,0
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763.0,3,Male,58.0,4,2,Healthcare Representative,3,Married,5294.0,9128.0,3,Y,No,16,3,3,80.0,1,10,3,3,7.0,0,1,7
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,1,1764.0,2,Male,65.0,3,1,Research Scientist,2,Single,2718.0,17674.0,2,Y,No,14,3,2,80.0,0,12,3,3,7.0,7,0,7
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766.0,2,Male,60.0,1,2,Healthcare Representative,4,Married,5811.0,24539.0,3,Y,Yes,16,3,3,80.0,1,15,2,3,1.0,0,1,0
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767.0,3,Male,38.0,2,1,Research Scientist,3,Married,2437.0,15587.0,9,Y,Yes,16,3,4,80.0,1,6,4,3,1.0,0,0,0
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,1,1768.0,2,Male,57.0,3,1,Laboratory Technician,2,Divorced,2766.0,8952.0,8,Y,No,22,4,2,80.0,3,7,6,2,5.0,3,0,4
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,1,1770.0,3,Male,60.0,2,5,Research Director,1,Married,19038.0,19805.0,8,Y,No,12,3,2,80.0,3,34,2,3,1.0,0,0,0
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771.0,4,Male,90.0,3,2,Research Scientist,2,Divorced,3055.0,6194.0,5,Y,No,15,3,4,80.0,2,11,2,2,9.0,8,1,7
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,1772.0,3,Male,94.0,3,1,Laboratory Technician,1,Divorced,2289.0,20520.0,1,Y,No,20,4,2,80.0,2,5,2,3,5.0,3,0,4
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,1,1774.0,4,Male,87.0,3,2,Sales Executive,3,Divorced,4001.0,12313.0,1,Y,Yes,14,3,3,80.0,1,15,3,3,15.0,14,0,7
53,No,Non-Travel,661,Research & Development,1,4,Medical,1,1775.0,1,Female,60.0,2,4,Manufacturing Director,3,Married,12965.0,22308.0,4,Y,Yes,20,4,4,80.0,3,27,2,2,3.0,2,0,2
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,1778.0,2,Male,97.0,3,1,Human Resources,4,Single,3539.0,5033.0,0,Y,No,13,3,2,80.0,0,10,5,3,9.0,7,1,8
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1,1779.0,4,Female,32.0,1,2,Sales Executive,4,Single,6029.0,25353.0,5,Y,No,12,3,1,80.0,0,6,3,3,2.0,2,2,2
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1,1780.0,2,Male,31.0,3,1,Sales Representative,2,Single,2679.0,4567.0,1,Y,No,13,3,2,80.0,0,1,3,3,1.0,0,1,0
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,1,1782.0,4,Female,40.0,2,1,Laboratory Technician,3,Married,3702.0,16376.0,1,Y,No,11,3,2,80.0,1,5,3,3,5.0,4,0,4
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,1,1783.0,3,Female,79.0,3,1,Laboratory Technician,1,Married,2398.0,15999.0,1,Y,Yes,17,3,3,80.0,0,1,6,3,1.0,0,0,0
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1,1784.0,1,Female,91.0,2,2,Sales Executive,4,Married,5468.0,13402.0,1,Y,No,14,3,1,80.0,2,13,3,3,12.0,7,5,7
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1786.0,1,Female,53.0,3,3,Manager,3,Married,13116.0,22984.0,2,Y,No,11,3,4,80.0,0,15,2,3,2.0,2,2,2
37,No,Travel_Rarely,589,Sales,9,2,Marketing,1,1787.0,2,Male,46.0,2,2,Sales Executive,2,Married,4189.0,8800.0,1,Y,No,14,3,1,80.0,2,5,2,3,5.0,2,0,3
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789.0,3,Male,46.0,3,5,Research Director,4,Divorced,19328.0,14218.0,7,Y,Yes,17,3,3,80.0,1,24,3,3,2.0,1,2,2
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790.0,4,Male,90.0,3,3,Healthcare Representative,1,Married,8321.0,25949.0,7,Y,Yes,13,3,4,80.0,1,15,1,3,12.0,8,5,7
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792.0,3,Male,99.0,3,1,Research Scientist,2,Divorced,2342.0,11092.0,1,Y,Yes,12,3,3,80.0,3,6,2,2,5.0,3,2,3
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794.0,3,Male,89.0,3,2,Human Resources,2,Divorced,4071.0,12832.0,2,Y,No,13,3,3,80.0,0,19,4,2,10.0,0,4,7
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797.0,3,Male,84.0,3,2,Sales Executive,4,Single,5813.0,13492.0,1,Y,Yes,18,3,4,80.0,0,10,2,3,10.0,7,7,7
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798.0,4,Male,90.0,4,1,Research Scientist,1,Married,3143.0,6076.0,6,Y,No,19,3,2,80.0,1,14,1,3,10.0,8,7,6
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799.0,3,Male,82.0,3,1,Research Scientist,4,Married,2044.0,5531.0,1,Y,No,11,3,3,80.0,1,5,6,4,5.0,3,0,3
39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,1,1800.0,3,Male,65.0,3,3,Research Director,3,Single,13464.0,7914.0,7,Y,No,21,4,3,80.0,0,9,3,3,4.0,3,2,2
46,No,Non-Travel,849,Sales,26,2,Life Sciences,1,1801.0,2,Male,98.0,2,2,Sales Executive,2,Single,7991.0,25166.0,8,Y,No,15,3,3,80.0,0,6,3,3,2.0,2,2,2
40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,1802.0,3,Female,99.0,3,1,Laboratory Technician,1,Married,3377.0,25605.0,4,Y,No,17,3,4,80.0,1,7,5,2,4.0,3,0,2
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1,1803.0,2,Male,95.0,4,2,Healthcare Representative,1,Married,5538.0,5696.0,5,Y,No,18,3,3,80.0,2,10,2,2,0.0,0,0,0
35,No,Non-Travel,1180,Research & Development,2,2,Medical,1,1804.0,2,Male,90.0,3,2,Manufacturing Director,4,Divorced,5762.0,24442.0,2,Y,No,14,3,3,80.0,1,15,6,3,7.0,7,1,7
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805.0,1,Male,100.0,3,1,Human Resources,2,Divorced,2592.0,7129.0,5,Y,No,13,3,4,80.0,3,13,3,3,11.0,10,3,8
34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,1807.0,4,Male,93.0,3,2,Laboratory Technician,1,Married,5346.0,6208.0,4,Y,No,17,3,3,80.0,1,11,3,2,7.0,1,0,7
37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809.0,4,Male,58.0,3,2,Manufacturing Director,1,Single,4213.0,4992.0,1,Y,No,15,3,2,80.0,0,10,4,1,10.0,3,0,8
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,1,1812.0,3,Male,83.0,3,2,Sales Executive,4,Divorced,4127.0,19188.0,2,Y,No,18,3,4,80.0,1,7,6,3,2.0,1,2,2
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1813.0,1,Male,52.0,3,1,Research Scientist,3,Single,2438.0,24978.0,4,Y,No,13,3,3,80.0,0,7,2,2,3.0,2,1,2
41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,1814.0,2,Male,85.0,4,2,Healthcare Representative,2,Single,6870.0,15530.0,3,Y,No,12,3,1,80.0,0,11,3,1,3.0,2,1,2
41,No,Travel_Rarely,796,Sales,4,1,Marketing,1,1815.0,3,Female,81.0,3,3,Sales Executive,3,Divorced,10447.0,26458.0,0,Y,Yes,13,3,4,80.0,1,23,3,4,22.0,14,13,5
30,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816.0,1,Female,64.0,3,3,Manufacturing Director,3,Single,9667.0,2739.0,9,Y,No,14,3,2,80.0,0,9,3,3,7.0,7,0,2
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818.0,4,Female,69.0,3,1,Human Resources,2,Married,2148.0,6889.0,0,Y,Yes,11,3,3,80.0,0,6,3,3,5.0,1,1,4
46,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821.0,4,Female,66.0,3,2,Healthcare Representative,2,Married,8926.0,10842.0,4,Y,No,22,4,4,80.0,1,13,2,4,9.0,7,3,7
40,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,1822.0,3,Female,52.0,3,2,Healthcare Representative,4,Divorced,6513.0,9060.0,4,Y,No,17,3,4,80.0,1,12,3,3,5.0,3,0,3
34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,1,1823.0,2,Male,92.0,4,2,Sales Executive,3,Married,6799.0,22128.0,1,Y,No,21,4,3,80.0,2,10,5,3,10.0,8,4,8
58,No,Non-Travel,350,Sales,2,3,Medical,1,1824.0,2,Male,52.0,3,4,Manager,2,Divorced,16291.0,22577.0,4,Y,No,22,4,4,80.0,1,37,0,2,16.0,9,14,14
35,No,Travel_Rarely,185,Research & Development,23,4,Medical,1,1826.0,2,Male,91.0,1,1,Laboratory Technician,3,Married,2705.0,9696.0,0,Y,No,16,3,2,80.0,1,6,2,4,5.0,4,0,3
47,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1,1827.0,3,Female,92.0,2,3,Manufacturing Director,2,Divorced,10333.0,19271.0,8,Y,Yes,12,3,3,80.0,1,28,4,3,22.0,11,14,10
40,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,1829.0,2,Female,47.0,3,2,Healthcare Representative,1,Divorced,4448.0,10748.0,2,Y,No,12,3,2,80.0,1,15,3,3,7.0,4,7,7
54,No,Travel_Rarely,431,Research & Development,7,4,Medical,1,1830.0,4,Female,68.0,3,2,Research Scientist,4,Married,6854.0,15696.0,4,Y,No,15,3,2,80.0,1,14,2,2,7.0,1,1,7
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833.0,1,Female,68.0,3,3,Sales Executive,1,Married,9637.0,8277.0,2,Y,No,14,3,4,80.0,2,9,3,3,3.0,2,2,2
28,No,Travel_Rarely,1217,Research & Development,1,3,Medical,1,1834.0,3,Female,67.0,3,1,Research Scientist,1,Married,3591.0,12719.0,1,Y,No,25,4,3,80.0,1,3,3,3,3.0,2,1,2
38,No,Travel_Rarely,723,Sales,2,4,Marketing,1,1835.0,2,Female,77.0,1,2,Sales Representative,4,Married,5405.0,4244.0,2,Y,Yes,20,4,1,80.0,2,20,4,2,4.0,2,0,3
26,No,Travel_Rarely,572,Sales,10,3,Medical,1,1836.0,3,Male,46.0,3,2,Sales Executive,4,Single,4684.0,9125.0,1,Y,No,13,3,1,80.0,0,5,4,3,5.0,3,1,2
